0.069382,-0.1406,-9.7987
0.15436,-0.31706,-9.7937
0.22057,-0.45886,-9.7868
0.30149,-0.63654,-9.7747
0.36434,-0.77908,-9.7622
0.42566,-0.92181,-9.7473
0.50031,-1.1003,-9.7252
0.55804,-1.2431,-9.7048
0.62814,-1.4214,-9.676
0.68217,-1.564,-9.6503
0.74758,-1.7416,-9.615
0.7978,-1.8834,-9.5842
0.85843,-2.06,-9.5425
0.90479,-2.2006,-9.5068
0.96057,-2.3755,-9.4591
1.003,-2.5147,-9.4186
1.054,-2.6876,-9.3652
1.0925,-2.8249,-9.3202
1.1386,-2.9954,-9.2613
1.1819,-3.1644,-9.1994
1.2145,-3.2984,-9.148
1.253,-3.4645,-9.0812
1.2889,-3.6288,-9.0117
1.3222,-3.7914,-8.9396
1.3468,-3.9199,-8.8804
1.3755,-4.079,-8.804
1.4016,-4.2361,-8.7253
1.4253,-4.3912,-8.6444
1.4464,-4.5442,-8.5614
1.4652,-4.6951,-8.4764
1.4816,-4.8438,-8.3894
1.4956,-4.9904,-8.3006
1.5074,-5.1347,-8.2099
1.5168,-5.2768,-8.1176
1.524,-5.4166,-8.0236
1.5291,-5.5542,-7.928
1.532,-5.6895,-7.8309
1.5327,-5.8224,-7.7324
1.5311,-5.9794,-7.612
1.5274,-6.1073,-7.5105
1.5216,-6.2329,-7.4078
1.5139,-6.3562,-7.3039
1.5023,-6.5016,-7.1772
1.4904,-6.6198,-7.0709
1.4739,-6.7591,-6.9414
1.458,-6.8722,-6.8328
1.4366,-7.0054,-6.7008
1.4169,-7.1134,-6.5903
1.391,-7.2406,-6.4559
1.3675,-7.3436,-6.3436
1.3372,-7.4648,-6.2072
1.3102,-7.5628,-6.0933
1.2756,-7.6779,-5.955
1.2388,-7.7899,-5.8158
1.2065,-7.8802,-5.6998
1.1657,-7.9862,-5.559
1.1228,-8.0889,-5.4174
1.0778,-8.1885,-5.2752
1.0387,-8.2685,-5.1568
0.98996,-8.3622,-5.0134
0.93921,-8.4527,-4.8693
0.88649,-8.54,-4.7247
0.83185,-8.6241,-4.5796
0.77531,-8.705,-4.4341
0.72695,-8.7697,-4.3132
0.66699,-8.8449,-4.1669
0.60524,-8.9169,-4.0203
0.54171,-8.9858,-3.8733
0.47642,-9.0515,-3.7261
0.4094,-9.1141,-3.5786
0.34067,-9.1735,-3.4309
0.27025,-9.2298,-3.2831
0.19817,-9.2829,-3.1351
0.12445,-9.3329,-2.987
0.049106,-9.3797,-2.8389
-0.027835,-9.4233,-2.6907
-0.10636,-9.4638,-2.5426
-0.18644,-9.5011,-2.3945
-0.26806,-9.5353,-2.2464
-0.35121,-9.5662,-2.0985
-0.43586,-9.594,-1.9507
-0.522,-9.6186,-1.803
-0.60961,-9.6399,-1.6556
-0.69868,-9.658,-1.5084
-0.78919,-9.6728,-1.3615
-0.88111,-9.6844,-1.215
-0.97445,-9.6927,-1.0687
-1.0692,-9.6977,-0.92287
-1.1653,-9.6994,-0.77744
-1.2459,-9.6982,-0.65752
-1.3446,-9.6938,-0.51289
-1.4446,-9.6859,-0.36879
-1.5458,-9.6747,-0.22526
-1.6484,-9.66,-0.082366
-1.7523,-9.6419,0.059861
-1.8574,-9.6203,0.20137
-1.9454,-9.5997,0.31783
-2.0529,-9.5716,0.458
-2.1616,-9.54,0.59733
-2.2714,-9.5047,0.73574
